account,opportunity_id,sales_agent,deal_stage,product,created_date,close_date,close_value
Nam-zim,9ZPY98PB,Vicki Laflamme,Lost,GTX Basic,2017-07-11,2017-07-13,0
Cheers,YRXDI9E8,Vicki Laflamme,Lost,MG Advanced,2017-07-11,2017-11-05,0
Sonron,1JB82QZ0,Vicki Laflamme,Lost,MG Advanced,2017-07-11,2017-07-12,0
Bioholding,G5GPTVMU,Anna Snelling,Lost,GTX Plus Basic,2017-07-12,2017-08-31,0
Plussunin,856VG3CS,Boris Faz,Won,GTX Plus Basic,2017-07-12,2017-09-28,1100
Donquadtech,J80ZEYYM,Cassey Cress,Won,MG Advanced,2017-07-12,2017-09-18,3630
,21OMR381,Corliss Cosme,In Progress,MG Special,2017-07-12,,
Dontechi,X9HFP474,Daniell Hammack,In Progress,GTX Basic,2017-07-12,,
Bioholding,T51ULXCZ,Darcel Schlecht,Lost,GTXPro,2017-07-12,2017-07-23,0
Betatech,3S73ZUQH,Darcel Schlecht,Lost,MG Advanced,2017-07-12,2017-07-21,0
Ontomedia,JUU6C7NO,Donn Cantrell,Lost,GTX Plus Basic,2017-07-12,2017-09-27,0
Massive Dynamic,8SNDBWPP,Donn Cantrell,Lost,GTX Plus Pro,2017-07-12,2017-09-28,0
Condax,0PH153YF,Gladys Colclough,Lost,GTXPro,2017-07-12,2017-07-13,0
Cheers,YNYZNOWR,Hayden Neloms,Lost,MG Advanced,2017-07-12,2017-07-25,0
Sunnamplex,HUNM56HY,Hayden Neloms,Won,MG Advanced,2017-07-12,2017-07-23,3741
Y-corporation,SIONXEMH,Hayden Neloms,Won,MG Advanced,2017-07-12,2017-07-14,2905
Singletechno,JX08Z5L5,James Ascencio,Lost,GTX Plus Basic,2017-07-12,2017-07-25,0
Finjob,BUJ1TX7Y,Maureen Marcano,Won,GTX Plus Basic,2017-07-12,2017-09-14,1023
Y-corporation,6C70OX62,Maureen Marcano,Won,MG Advanced,2017-07-12,2017-09-24,3257
Codehow,V9WVYEE9,Moses Frase,Lost,GTX Plus Pro,2017-07-12,2017-07-20,0
Streethex,3N6BHLN6,Niesha Huffines,Won,GTX Plus Basic,2017-07-12,2017-08-20,960
Silis,SQWCQRGY,Reed Clapper,Lost,GTXPro,2017-07-12,2017-07-14,0
Silis,32K5LEDV,Reed Clapper,Won,GTX Plus Pro,2017-07-12,2017-07-18,5538
,R0XNAFUB,Zane Levy,In Progress,GTX Basic,2017-07-12,,
Kan-code,XW1ONOVO,Boris Faz,Won,MG Advanced,2017-07-13,2017-07-23,3420
Treequote,100W6J9A,Darcel Schlecht,Lost,GTXPro,2017-07-13,2017-07-19,0
Bioholding,YYRYSVOO,Darcel Schlecht,Won,GTXPro,2017-07-13,2017-07-16,5382
Sonron,P7AX4B3N,Elease Gluck,Lost,MG Special,2017-07-13,2017-07-24,0
Faxquote,GC1TSADL,Elease Gluck,Won,GTXPro,2017-07-13,2017-07-18,5703
Mathtouch,QF1I965E,Garret Kinder,Won,MG Advanced,2017-07-13,2017-09-30,3340
Hottechi,P93UCMW8,Hayden Neloms,Lost,MG Advanced,2017-07-13,2017-07-15,0
Nam-zim,YKBRF0NG,Kary Hendrixson,Won,GTX Plus Basic,2017-07-13,2017-08-09,1014
Inity,OP2DIRC2,Lajuana Vencill,Won,GTX Basic,2017-07-13,2017-07-19,536
Konex,VIHXI2JA,Markita Hansen,Lost,GTX Plus Basic,2017-07-13,2017-07-14,0
Codehow,IC4J0BIZ,Niesha Huffines,Won,GTX Basic,2017-07-13,2017-07-24,550
Gogozoom,BNMJAOF4,Niesha Huffines,Won,GTX Basic,2017-07-13,2017-09-28,469
Ron-tech,VSWHUBD0,Niesha Huffines,Won,GTX Basic,2017-07-13,2017-07-14,585
Scottech,7ZWN0JO9,Niesha Huffines,Won,GTX Plus Basic,2017-07-13,2017-08-29,943
Bioplex,KLPVD6LR,Reed Clapper,Lost,GTX Basic,2017-07-13,2017-07-21,0
Plussunin,U3M8XTMY,Reed Clapper,Won,GTX Plus Basic,2017-07-13,2017-08-01,1319
Bubba Gump,P89VI9EN,Reed Clapper,Won,GTXPro,2017-07-13,2017-07-22,5873
,4LOHS2AJ,Rosie Papadopoulos,In Progress,MG Special,2017-07-13,,
Kan-code,SPUXDRGN,Vicki Laflamme,Lost,MG Advanced,2017-07-13,2017-08-28,0
Lexiqvolax,PDIYRBQJ,Zane Levy,Lost,GTX Plus Basic,2017-07-13,2017-07-15,0
Treequote,185PGG0J,Anna Snelling,Won,MG Special,2017-07-14,2017-07-17,44
Plussunin,QQ5LW9HV,Boris Faz,Lost,MG Advanced,2017-07-14,2017-07-26,0
Mathtouch,8EF4D82U,Boris Faz,Won,GTXPro,2017-07-14,2017-09-14,3834
Zathunicon,GFMLCHB0,Cassey Cress,Lost,GTX Plus Basic,2017-07-14,2017-07-21,0
Iselectrics,TFS537LA,Cassey Cress,Lost,GTX Plus Pro,2017-07-14,2017-07-15,0
Inity,2X86737Q,Cecily Lampkin,Won,GTX Plus Pro,2017-07-14,2017-07-16,5537
Donware,HSZOPWWT,Corliss Cosme,Won,GTX Basic,2017-07-14,2017-09-15,530
Konex,1KVGSF08,Corliss Cosme,Won,GTX Plus Pro,2017-07-14,2017-09-23,4989
Streethex,UDFMSH1S,Darcel Schlecht,Lost,GTX Plus Pro,2017-07-14,2017-07-25,0
Statholdings,516C0X9F,Darcel Schlecht,Won,GTX Plus Basic,2017-07-14,2017-07-26,1144
Konex,DPAEMTHC,Donn Cantrell,Lost,GTX Basic,2017-07-14,2017-07-15,0
Xx-holding,A6T69X6T,Elease Gluck,Lost,MG Advanced,2017-07-14,2017-09-08,0
Xx-holding,DDD515FB,Hayden Neloms,Won,MG Advanced,2017-07-14,2017-07-15,3362
Green-Plus,6GKGGY0U,James Ascencio,Lost,GTXPro,2017-07-14,2017-07-25,0
Goodsilron,8M6TB2ZX,James Ascencio,Won,GTX Plus Pro,2017-07-14,2017-07-21,5013
,8JH8YA79,Kami Bicknell,In Progress,GTX Basic,2017-07-14,,
Hatfan,BABQISCH,Kami Bicknell,Lost,GTX Basic,2017-07-14,2017-07-15,0
Blackzim,T46KPPNB,Kary Hendrixson,Lost,GTX Plus Basic,2017-07-14,2017-07-16,0
Plusstrip,9CE6F4NZ,Kary Hendrixson,Won,GTX Basic,2017-07-14,2017-08-27,431
Groovestreet,Z9KNL9A1,Kary Hendrixson,Won,GTXPro,2017-07-14,2017-07-24,5161
Genco Pura Olive Oil Company,7JBR36G8,Lajuana Vencill,Won,GTX Basic,2017-07-14,2017-07-16,579
Warephase,EYTBRK2B,Lajuana Vencill,Won,MG Advanced,2017-07-14,2017-07-24,3411
Xx-holding,KFXZNC4N,Markita Hansen,Lost,MG Special,2017-07-14,2017-09-11,0
Plusstrip,SJ62BMK5,Markita Hansen,Won,MG Advanced,2017-07-14,2017-07-15,3973
Ron-tech,YDJV1DFE,Niesha Huffines,Lost,MG Advanced,2017-07-14,2017-11-09,0
Zathunicon,GHDAXC7T,Reed Clapper,Won,GTX Plus Basic,2017-07-14,2017-07-15,1029
Gekko & Co,FQQ2JJZ1,Rosie Papadopoulos,Won,MG Special,2017-07-14,2017-07-23,59
Globex Corporation,NCJJBWU3,Versie Hillebrand,Lost,MG Special,2017-07-14,2017-07-22,0
,8BYEALF9,Vicki Laflamme,In Progress,MG Special,2017-07-14,,
Goodsilron,8SGMUWET,Vicki Laflamme,Won,GTX Basic,2017-07-14,2017-09-29,534
Iselectrics,3KVS08NL,Violet Mclelland,Won,MG Special,2017-07-14,2017-07-15,48
Finjob,CLIIR1T0,Zane Levy,Won,MG Special,2017-07-14,2017-07-25,57
Donware,PHXX81YF,Daniell Hammack,Lost,GTX Plus Pro,2017-07-15,2017-07-17,0
Stanredtax,6K7LDRKR,Darcel Schlecht,Won,GTX Plus Pro,2017-07-15,2017-11-11,4009
dambase,J6UOUH6Y,Darcel Schlecht,Won,MG Advanced,2017-07-15,2017-09-03,3255
Condax,2EYTB3PX,Donn Cantrell,Won,MG Advanced,2017-07-15,2017-07-25,3724
Dalttechnology,1U945R0D,Elease Gluck,Lost,MG Advanced,2017-07-15,2017-07-16,0
Fasehatice,FX4D649Y,Hayden Neloms,Lost,GTX Plus Basic,2017-07-15,2017-07-24,0
Golddex,4QBSY3CB,James Ascencio,Lost,GTX Plus Basic,2017-07-15,2017-08-26,0
Rundofase,ZWVRS27V,Jonathan Berthelot,Lost,MG Special,2017-07-15,2017-11-04,0
Labdrill,8BBXNESQ,Kary Hendrixson,Lost,GTX Plus Pro,2017-07-15,2017-07-22,0
Gogozoom,3JJ7YI88,Lajuana Vencill,Lost,MG Special,2017-07-15,2017-07-16,0
Faxquote,AKMDEG3I,Markita Hansen,Lost,MG Advanced,2017-07-15,2017-07-17,0
Cheers,568NS3GO,Markita Hansen,Won,MG Advanced,2017-07-15,2017-08-27,2791
,YVDQ80A0,Maureen Marcano,In Progress,GTX Plus Basic,2017-07-15,,
Cancity,TQLO6QP6,Niesha Huffines,Won,MG Advanced,2017-07-15,2017-09-02,3501
Yearin,DLVEVD9O,Reed Clapper,Lost,GTX Plus Pro,2017-07-15,2017-07-27,0
Ganjaflex,C75RV9DY,Reed Clapper,Won,GTX Basic,2017-07-15,2017-07-16,555
,CI9S6CST,Rosalina Dieter,In Progress,MG Special,2017-07-15,,
Lexiqvolax,EUQCW0ZA,Rosalina Dieter,Won,GTX Basic,2017-07-15,2017-07-23,650
Nam-zim,CEOMZE9H,Vicki Laflamme,Lost,GTX Basic,2017-07-15,2017-07-26,0
Konex,TT5QRQTF,Vicki Laflamme,Won,MG Special,2017-07-15,2017-07-21,61
Newex,5NXD4U83,Vicki Laflamme,Won,MG Special,2017-07-15,2017-07-17,54
Condax,1IL51ZIW,Violet Mclelland,Lost,MG Special,2017-07-15,2017-07-22,0
Silis,CM33NN0P,Wilburn Farren,Lost,MG Advanced,2017-07-15,2017-07-23,0
Rundofase,P3QQIMTA,Anna Snelling,Lost,GTX Basic,2017-07-16,2017-07-24,0
Funholding,WB1CQNJU,Anna Snelling,Lost,MG Advanced,2017-07-16,2017-07-17,0
Rangreen,OQYDQCTM,Anna Snelling,Won,MG Special,2017-07-16,2017-07-25,59
Sunnamplex,ISQJD695,Boris Faz,In Progress,GTX Basic,2017-07-16,,
Acme Corporation,M1VNX1D7,Cassey Cress,Won,GTXPro,2017-07-16,2017-07-28,5318
Conecom,TWO2Q99P,Cecily Lampkin,Won,GTX Plus Pro,2017-07-16,2017-09-30,5753
Konmatfix,72UVDOKU,Cecily Lampkin,Won,MG Special,2017-07-16,2017-07-24,62
Isdom,DMSQ0TSG,Cecily Lampkin,Won,MG Advanced,2017-07-16,2017-08-12,3146
Rundofase,FEWIDJGH,Darcel Schlecht,Won,GTX Basic,2017-07-16,2017-07-18,538
Betatech,AUZM3MLU,Darcel Schlecht,Won,GTX Plus Basic,2017-07-16,2017-09-18,1071
Betatech,GS2CLR52,Darcel Schlecht,Won,GTXPro,2017-07-16,2017-07-17,4488
Isdom,HYP3SXPV,Darcel Schlecht,Won,MG Advanced,2017-07-16,2017-08-02,2837
Kan-code,9G93P7SV,Donn Cantrell,Won,MG Advanced,2017-07-16,2017-09-30,3593
Hottechi,7XSAHM67,Elease Gluck,Won,GTX Basic,2017-07-16,2017-09-28,583
,M2A8EY5Q,Hayden Neloms,In Progress,GTX Plus Pro,2017-07-16,,
Isdom,N7MDRJ01,Jonathan Berthelot,Lost,GTX Basic,2017-07-16,2017-07-25,0
Genco Pura Olive Oil Company,4ID56TXX,Jonathan Berthelot,Lost,MG Advanced,2017-07-16,2017-07-28,0
Scotfind,ZOX0FW5W,Kami Bicknell,Lost,GTXPro,2017-07-16,2017-07-23,0
Labdrill,4SFRUL8J,Kami Bicknell,Lost,MG Advanced,2017-07-16,2017-07-22,0
Singletechno,UB2UAI38,Kami Bicknell,Won,GTX Plus Basic,2017-07-16,2017-07-21,1109
Zoomit,B00OD1IF,Kami Bicknell,Won,GTX Plus Basic,2017-07-16,2017-07-23,1106
Plusstrip,OGO6SNTQ,Kary Hendrixson,Lost,GTX Plus Pro,2017-07-16,2017-07-24,0
Labdrill,I6ZC5V1K,Kary Hendrixson,Won,GTX Plus Pro,2017-07-16,2017-07-26,5008
Y-corporation,1N3G9WG2,Kary Hendrixson,Won,GTXPro,2017-07-16,2017-07-19,5621
Rangreen,JHNXPUNX,Lajuana Vencill,Won,GTX Basic,2017-07-16,2017-07-17,550
Rangreen,NPHD3ZTC,Moses Frase,Won,GTX Basic,2017-07-16,2017-09-03,574
Hottechi,06KTPHYC,Rosalina Dieter,Lost,MG Advanced,2017-07-16,2017-07-24,0
Kinnamplus,YCA44Q4U,Wilburn Farren,Won,MG Special,2017-07-16,2017-07-25,52
Xx-holding,FR4GTSEQ,Zane Levy,Won,GTX Basic,2017-07-16,2017-09-15,477
Betatech,S46ZLF3G,Anna Snelling,Lost,GTX Basic,2017-07-17,2017-07-26,0
Streethex,WHZEK68G,Anna Snelling,Lost,MG Special,2017-07-17,2017-07-22,0
Kinnamplus,3CB3WNBM,Boris Faz,In Progress,GTX Basic,2017-07-17,,
,EJDRMHNC,Boris Faz,In Progress,MG Special,2017-07-17,,
,O8C2G4G2,Cassey Cress,In Progress,MG Advanced,2017-07-17,,
Silis,DAJBIHBZ,Cassey Cress,Lost,MG Advanced,2017-07-17,2017-07-28,0
Plussunin,P6BJ24ZP,Cassey Cress,Won,GTX Plus Basic,2017-07-17,2017-07-20,1202
Funholding,XORHQFNJ,Cecily Lampkin,Lost,MG Advanced,2017-07-17,2017-08-05,0
Funholding,ZFRPQV2M,Cecily Lampkin,Won,MG Special,2017-07-17,2017-11-03,51
Kan-code,RVRBCZAI,Daniell Hammack,Lost,GTX Plus Basic,2017-07-17,2017-07-18,0
Finhigh,2897DN4S,Darcel Schlecht,Lost,GTX Plus Basic,2017-07-17,2017-07-18,0
Rundofase,1DIL2X16,Darcel Schlecht,Lost,GTXPro,2017-07-17,2017-07-28,0
Scottech,BMQEY089,Darcel Schlecht,Won,GTX Plus Basic,2017-07-17,2017-09-16,1203
Isdom,CYOJ4G39,Darcel Schlecht,Won,GTXPro,2017-07-17,2017-07-19,5673
Gekko & Co,5IOG6X00,Donn Cantrell,Won,GTX Plus Pro,2017-07-17,2017-09-08,6205
,HBN3R2TJ,Elease Gluck,In Progress,MG Advanced,2017-07-17,,
Sonron,QG6BCBXM,Elease Gluck,Lost,GTX Plus Pro,2017-07-17,2017-08-03,0
Cheers,CAXTE48L,Hayden Neloms,Won,MG Advanced,2017-07-17,2017-07-24,3363
Konex,OO3BM7A9,Hayden Neloms,Won,MG Advanced,2017-07-17,2017-11-03,3700
Kan-code,NYPU55W4,James Ascencio,Lost,GTXPro,2017-07-17,2017-11-01,0
Codehow,VE334W2U,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-09-23,546
Toughzap,AX7WS66G,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-07-24,617
Warephase,OB8UCQ17,Jonathan Berthelot,Won,GTX Basic,2017-07-17,2017-07-26,490
Konex,BV4JZ4G8,Kami Bicknell,Lost,GTX Basic,2017-07-17,2017-07-19,0
Nam-zim,8CV5MZWW,Kami Bicknell,Lost,GTX Basic,2017-07-17,2017-07-21,0
Kan-code,3L965RUK,Kary Hendrixson,Won,MG Advanced,2017-07-17,2017-07-26,3665
Warephase,RZ8HI1Y5,Lajuana Vencill,Lost,GTX Plus Basic,2017-07-17,2017-07-24,0
Hatfan,IYKSBD0U,Markita Hansen,Lost,MG Advanced,2017-07-17,2017-07-18,0
Rangreen,YVGDC8L2,Marty Freudenburg,Won,MG Special,2017-07-17,2017-07-26,53
Finjob,JZU0JH07,Maureen Marcano,Lost,GTX Plus Basic,2017-07-17,2017-09-28,0
Singletechno,ZEWNPF3K,Maureen Marcano,Won,GTX Plus Basic,2017-07-17,2017-11-13,1075
Sonron,6T64JWH9,Maureen Marcano,Won,GTXPro,2017-07-17,2017-07-25,4683
Statholdings,E7RTG575,Niesha Huffines,Won,GTX Plus Basic,2017-07-17,2017-07-27,1114
Betasoloin,I9U5PCM3,Reed Clapper,Won,GTXPro,2017-07-17,2017-11-17,5452
Groovestreet,H1Y2W48V,Rosalina Dieter,Won,GTXPro,2017-07-17,2017-09-07,5561
Plussunin,YFNRXR7X,Rosie Papadopoulos,Won,MG Special,2017-07-17,2017-07-25,57
Streethex,9MZPL59I,Versie Hillebrand,Lost,MG Special,2017-07-17,2017-08-03,0
Sonron,7A3R2M9T,Vicki Laflamme,In Progress,GTX Plus Pro,2017-07-17,,
Kan-code,1RL933VJ,Vicki Laflamme,Lost,GTXPro,2017-07-17,2017-09-22,0
Cheers,GAE0E4RI,Vicki Laflamme,Lost,MG Advanced,2017-07-17,2017-07-29,0
Goodsilron,VBN56JMP,Vicki Laflamme,Won,GTX Basic,2017-07-17,2017-07-18,496
Lexiqvolax,7ITUU2YO,Vicki Laflamme,Won,GTXPro,2017-07-17,2017-09-17,5054
Bluth Company,NDLX894H,Violet Mclelland,Lost,MG Special,2017-07-17,2017-07-18,0
Gekko & Co,6ALH2N0I,Violet Mclelland,Won,MG Special,2017-07-17,2017-08-20,55
Lexiqvolax,G8XGVIG2,Zane Levy,Lost,GTX Plus Basic,2017-07-17,2017-07-26,0
Xx-holding,HCR2GJ3O,Zane Levy,Lost,GTXPro,2017-07-17,2017-07-27,0
Singletechno,QABD6SAS,Zane Levy,Won,GTX Plus Basic,2017-07-17,2017-09-21,1064
Goodsilron,GUJCRHYU,Zane Levy,Won,GTXPro,2017-07-17,2017-07-28,5268
Condax,SHKTBB71,Anna Snelling,Won,MG Special,2017-07-18,2017-07-27,54
Opentech,G0L0B1QC,Cassey Cress,Won,MG Advanced,2017-07-18,2017-07-28,3407
,O28I4VDY,Corliss Cosme,In Progress,GTX Plus Basic,2017-07-18,,
Bubba Gump,3YC624RD,Daniell Hammack,Lost,GTX Basic,2017-07-18,2017-08-05,0
Rundofase,715TBGPE,Darcel Schlecht,Lost,GTXPro,2017-07-18,2017-08-30,0
dambase,1Q3JQFAU,Darcel Schlecht,Lost,MG Special,2017-07-18,2017-07-26,0
Treequote,O3K5RKMI,Darcel Schlecht,Won,GTX Plus Basic,2017-07-18,2017-07-19,752
Statholdings,75P6HFA0,Darcel Schlecht,Won,MG Advanced,2017-07-18,2017-09-03,3727
Condax,NE0XCH5E,Elease Gluck,Lost,MG Special,2017-07-18,2017-07-31,0
Zoomit,W01768VM,Elease Gluck,Won,GTX Basic,2017-07-18,2017-07-28,532
Xx-zobam,38CPLDAR,Garret Kinder,Lost,GTX Plus Pro,2017-07-18,2017-07-30,0
Hottechi,TZRNKT72,Gladys Colclough,Lost,GTX Plus Pro,2017-07-18,2017-07-23,0
Inity,4LXAW8CH,Gladys Colclough,Lost,GTX Plus Pro,2017-07-18,2017-08-07,0
Condax,GOGIZWW6,Gladys Colclough,Won,MG Advanced,2017-07-18,2017-09-27,3139
Finjob,DOPOI0R5,Hayden Neloms,Won,MG Advanced,2017-07-18,2017-07-28,3403
,XRWMLGOG,James Ascencio,In Progress,MG Advanced,2017-07-18,,
Plusstrip,69V1WQLK,James Ascencio,Won,GTX Plus Pro,2017-07-18,2017-07-27,5440
Globex Corporation,FEDXQCKJ,Marty Freudenburg,Won,GTX Plus Pro,2017-07-18,2017-07-26,5698
,MIXJ9F4F,Maureen Marcano,In Progress,GTX Plus Basic,2017-07-18,,
Streethex,RSP75BOI,Moses Frase,Lost,GTX Plus Pro,2017-07-18,2017-07-19,0
Genco Pura Olive Oil Company,CKDPWHTZ,Moses Frase,Won,GTX Basic,2017-07-18,2017-07-28,563
Stanredtax,ECBFFQL0,Niesha Huffines,Lost,GTX Basic,2017-07-18,2017-07-28,0
Kan-code,Z8HW4Z9W,Rosie Papadopoulos,Lost,GTX Basic,2017-07-18,2017-07-26,0
Konex,0KVZKA5T,Vicki Laflamme,Lost,MG Special,2017-07-18,2017-07-25,0
Sonron,944H7LRC,Vicki Laflamme,Won,GTX Plus Pro,2017-07-18,2017-07-27,4673
Konex,F0OWRRLN,Vicki Laflamme,Won,MG Advanced,2017-07-18,2017-07-28,3405
,39EYEBMK,Violet Mclelland,In Progress,GTX Basic,2017-07-18,,
Umbrella Corporation,P4RLJHR3,Violet Mclelland,Won,GTX Basic,2017-07-18,2017-11-15,566
Konex,M10S36W3,Wilburn Farren,Won,GTX Plus Pro,2017-07-18,2017-11-06,5559
Scotfind,HT8UEA0H,Zane Levy,Lost,GTXPro,2017-07-18,2017-07-25,0
Goodsilron,GR6C7GQ9,Zane Levy,Won,GTXPro,2017-07-18,2017-09-16,4797
,LAYVBSH4,Anna Snelling,In Progress,GTX Basic,2017-07-19,,
Dontechi,055Z2OAS,Anna Snelling,In Progress,MG Special,2017-07-19,,
Konmatfix,Q9VC6GV0,Anna Snelling,In Progress,MG Special,2017-07-19,,
Dontechi,G11DEJSL,Anna Snelling,Lost,MG Special,2017-07-19,2017-07-30,0
Betatech,BP45IP77,Anna Snelling,Won,MG Special,2017-07-19,2017-07-25,53
Zotware,3XJI7AD8,Cassey Cress,Lost,MG Advanced,2017-07-19,2017-09-27,0
,8D8JOXP6,Cecily Lampkin,In Progress,MG Special,2017-07-19,,
,IPHP2GVT,Cecily Lampkin,In Progress,MG Special,2017-07-19,,
Donquadtech,XP7YG96H,Corliss Cosme,Won,GTX Plus Basic,2017-07-19,2017-07-30,955
Yearin,GP4JNSJY,Daniell Hammack,Lost,GTX Plus Pro,2017-07-19,2017-07-30,0
,X8M3SCVF,Darcel Schlecht,In Progress,GTX Basic,2017-07-19,,
Isdom,I3KQNE9V,Darcel Schlecht,In Progress,GTX Plus Pro,2017-07-19,,
,NU4ACGMY,Darcel Schlecht,In Progress,GTXPro,2017-07-19,,
Betatech,EBVL81O5,Darcel Schlecht,Lost,GTXPro,2017-07-19,2017-07-22,0
Globex Corporation,NDHQMBA0,Darcel Schlecht,Won,GTX Plus Basic,2017-07-19,2017-08-03,1060
Gogozoom,XV03TJV1,Darcel Schlecht,Won,GTXPro,2017-07-19,2017-07-26,5401
,CCLIVXMG,Elease Gluck,In Progress,GTXPro,2017-07-19,,
Kan-code,FQ5A489H,Garret Kinder,Won,GTX Plus Pro,2017-07-19,2017-07-26,4895
Treequote,3PZ6Y6AJ,Gladys Colclough,Won,GTX Plus Pro,2017-07-19,2017-07-21,4907
Xx-zobam,LDK61ORQ,Hayden Neloms,In Progress,MG Special,2017-07-19,,
Y-corporation,564Y2IOV,Hayden Neloms,Lost,MG Advanced,2017-07-19,2017-07-29,0
Sunnamplex,W7VULS00,Hayden Neloms,Won,GTX Plus Basic,2017-07-19,2017-09-30,1170
Faxquote,PLW3NMLJ,Hayden Neloms,Won,MG Advanced,2017-07-19,2017-07-28,2718
Plusstrip,MMVGTXDB,James Ascencio,Lost,MG Special,2017-07-19,2017-08-30,0
Inity,PQOHTS9I,Jonathan Berthelot,In Progress,GTXPro,2017-07-19,,
Kan-code,6UCZ36IC,Kami Bicknell,Lost,GTX Basic,2017-07-19,2017-11-04,0
Green-Plus,4IC989F8,Kary Hendrixson,Lost,GTX Basic,2017-07-19,2017-07-30,0
Plexzap,Y5FM7TJT,Kary Hendrixson,Lost,MG Special,2017-07-19,2017-07-21,0
Goodsilron,OB3K0SVW,Kary Hendrixson,Won,GTX Basic,2017-07-19,2017-08-08,624
Konmatfix,LORMJLTE,Lajuana Vencill,In Progress,GTX Plus Basic,2017-07-19,,
,HIVUC1C4,Lajuana Vencill,In Progress,MG Special,2017-07-19,,
Isdom,WWOCI25Z,Lajuana Vencill,Lost,GTX Plus Pro,2017-07-19,2017-07-30,0
Cancity,1UFFP5T3,Lajuana Vencill,Lost,MG Advanced,2017-07-19,2017-08-02,0
Genco Pura Olive Oil Company,ALMZ6ZUI,Lajuana Vencill,Won,GTX Basic,2017-07-19,2017-07-29,537
Dontechi,B4UIGJRX,Lajuana Vencill,Won,GTX Plus Basic,2017-07-19,2017-07-30,1089
Codehow,ZCAEQT06,Lajuana Vencill,Won,MG Advanced,2017-07-19,2017-07-27,3352
Rantouch,XBO6IN0E,Markita Hansen,Lost,GTXPro,2017-07-19,2017-11-01,0
Singletechno,U1SBKB0U,Markita Hansen,Won,GTX Basic,2017-07-19,2017-07-23,535
Ontomedia,E3XLWCWX,Marty Freudenburg,In Progress,GTX Plus Pro,2017-07-19,,
,7LD79NYD,Marty Freudenburg,In Progress,MG Advanced,2017-07-19,,
Rangreen,8S7IAR2D,Marty Freudenburg,Won,GTX Basic,2017-07-19,2017-09-25,571
Cheers,RWQKOD1W,Maureen Marcano,Won,MG Advanced,2017-07-19,2017-09-29,3535
,BKOWQMMV,Moses Frase,In Progress,GTX Basic,2017-07-19,,
Bioholding,6TOOTFQV,Moses Frase,Won,MG Advanced,2017-07-19,2017-07-27,3985
Hatfan,2WDSO6PG,Niesha Huffines,In Progress,GTX Basic,2017-07-19,,
Massive Dynamic,I776MNA8,Rosie Papadopoulos,Won,MG Advanced,2017-07-19,2017-07-21,3568
,IQFDPIND,Versie Hillebrand,In Progress,GTX Basic,2017-07-19,,
Bioholding,VG17J29L,Versie Hillebrand,Lost,MG Special,2017-07-19,2017-07-29,0
Funholding,F7R8ICT8,Versie Hillebrand,Won,MG Special,2017-07-19,2017-07-27,65
Funholding,KULR6FMD,Versie Hillebrand,Won,MG Special,2017-07-19,2017-07-25,47
Green-Plus,JHCA115A,Vicki Laflamme,In Progress,GTXPro,2017-07-19,,
Lexiqvolax,DMG5EOFC,Violet Mclelland,In Progress,MG Advanced,2017-07-19,,
,ZGFB0IF1,Anna Snelling,In Progress,GTX Plus Basic,2017-07-20,,
Groovestreet,LD4F6QTP,Anna Snelling,In Progress,GTX Plus Pro,2017-07-20,,
Labdrill,1FEHFRKX,Anna Snelling,In Progress,GTX Plus Pro,2017-07-20,,
Silis,DNBR1VHP,Anna Snelling,In Progress,MG Special,2017-07-20,,
,1R2CLEGQ,Anna Snelling,In Progress,MG Special,2017-07-20,,
Ron-tech,KOG75BRP,Anna Snelling,Lost,GTX Plus Basic,2017-07-20,2017-11-11,0
Ron-tech,SV3T5L5N,Anna Snelling,Won,GTX Plus Basic,2017-07-20,2017-07-21,1160
Stanredtax,THRXY3SV,Anna Snelling,Won,GTX Plus Pro,2017-07-20,2017-08-23,5847
Kan-code,9BFHDZOK,Boris Faz,Lost,MG Advanced,2017-07-20,2017-07-30,0
Yearin,IHOU09D6,Boris Faz,Won,GTX Plus Basic,2017-07-20,2017-09-20,1029
Ontomedia,BJWS06GX,Corliss Cosme,Lost,GTX Plus Pro,2017-07-20,2017-07-21,0
Donquadtech,4IVW7F68,Corliss Cosme,Lost,GTXPro,2017-07-20,2017-07-31,0
,NSO0UHK1,Daniell Hammack,In Progress,GTX Plus Basic,2017-07-20,,
Konex,ROSYV895,Daniell Hammack,Lost,MG Advanced,2017-07-20,2017-11-09,0
,LHBWJAD3,Darcel Schlecht,In Progress,GTX Plus Basic,2017-07-20,,
,KRWKDPWW,Darcel Schlecht,In Progress,GTX Plus Basic,2017-07-20,,
,6V7FT2YU,Darcel Schlecht,In Progress,GTXPro,2017-07-20,,
Funholding,3V7Q3G52,Darcel Schlecht,Lost,GTXPro,2017-07-20,2017-07-28,0
Gogozoom,4U3OSLNM,Darcel Schlecht,Lost,GTXPro,2017-07-20,2017-07-28,0
Rangreen,LX4D50OF,Darcel Schlecht,Lost,GTXPro,2017-07-20,2017-08-04,0
Stanredtax,CWBHL1S7,Darcel Schlecht,Lost,GTXPro,2017-07-20,2017-07-28,0
Bioholding,FCBBJJIJ,Darcel Schlecht,Lost,MG Advanced,2017-07-20,2017-07-23,0
Treequote,1D1L6FJX,Darcel Schlecht,Won,GTXPro,2017-07-20,2017-08-17,5058
